日付,2021_5_26__15_20_20
年齢,22
性別,男性
右手
スコア(秒),9.591143
時間,手の甲の位置,,手の力_親指,人差し指...
time(s),x,y,z
0.0971244
0.1942488
0.2142488
0.2545553
0.2682673
0.2800669
0.2914035
0.3026007
0.3140236
0.3220719
0.3308118
0.3420818
0.3530591
0.3615206
0.3718373
0.3795406
0.387886
0.3952205
0.4048657
0.4130286
0.420787
0.4282005
0.4365667
0.4419608
0.4505509
0.4587436
0.4646255
0.4732059
0.4815553
0.488306
0.4957752
0.5046597
0.5119065
0.5179903
0.5257827
0.5329796
0.5417504
0.5504959
0.5581994
0.5640262
0.571878
0.5798768
0.587869
0.5954809
0.6035348
0.6101215
0.617753
0.6539171
0.6640839
0.6718949
0.6791493
0.6849465
0.6931283
0.6987057
0.7067794
0.7149596
0.7200948
0.7254065
0.7299179
0.7351263
0.7394806
0.7447404
0.749063
0.7541735
0.7585818
0.7629962
0.7680588
0.7725934
0.7772344
0.7815116
0.7871742
0.7918164
0.796222
0.8016565
0.8067697
0.8138522
0.8208418
0.8256343
0.8296706
0.8351712
0.8394177
0.8442851
0.8488814
0.8535897
0.8589398
0.862914
0.8684633
0.8726624
0.8773621
0.8811982
0.8858061
0.890985
0.8954356
0.9015048
0.9058272
0.9109784
0.9150159
0.9198892
0.9245179
0.9286903
0.9336675
0.9379162
0.942663
0.9467664
0.9513357
0.956328
0.9614617
0.9659778
0.9707056
0.9745637
0.9796212
0.9839821
0.9887801
0.9925923
0.9969445
1.001877
1.006324
1.010979
1.015202
1.019555
1.024418
1.028307
1.033144
1.037785
1.042017
1.046774
1.051402
1.05656
1.062434
1.06807
1.071931
1.076891
1.080831
1.085503
1.090417
1.09443
1.099164
1.103757
1.108042
1.113279
1.118153
1.122994
1.127337
1.131931
1.137092
1.141866
1.146617
1.151252
1.156218
1.160434
1.165075
1.170013
1.17398
1.179102
1.183112
1.18857
1.192462
1.196728
1.201752
1.205938
1.210692
1.21492
1.219303
1.224075
1.228354
1.23332
1.237692
1.241693
1.246677
1.251246
1.256226
1.260278
1.267209
1.271495
1.276763
1.280958
1.285977
1.290977
1.294904
1.300514
1.304511
1.309049
1.313624
1.318315
1.32279
1.327005
1.342872
1.347403
1.352523
1.357282
1.361596
1.366259
1.370946
1.374801
1.379534
1.383754
1.388919
1.392952
1.397222
1.402195
1.406495
1.411265
1.415335
1.420732
1.425105
1.4295
1.434631
1.439135
1.44354
1.447875
1.452456
1.457544
1.461942
1.467573
1.471724
1.476786
1.4811
1.485721
1.490781
1.494703
1.500041
1.504147
1.508445
1.512953
1.517631
1.522222
1.526556
1.530532
1.535531
1.539441
1.544269
1.548174
1.552784
1.557323
1.561542
1.566033
1.570969
1.575097
1.579876
1.584371
1.589026
1.593055
1.597204
1.60253
1.606522
1.611683
1.615688
1.620853
1.624724
1.629743
1.635202
1.63973
1.644896
1.649254
1.654483
1.658791
1.663173
1.668341
1.673012
1.677589
1.681891
1.686167
1.69097
1.694922
1.699734
1.704111
1.708435
1.713058
1.717969
1.722811
1.72686
1.731571
1.736323
1.740364
1.74501
1.749117
1.754231
1.758853
1.763018
1.768399
1.772501
1.777253
1.781156
1.785811
1.790624
1.79476
1.799329
1.804023
1.807972
1.812871
1.817376
1.822043
1.826025
1.830286
1.835137
1.83924
1.844468
1.848816
1.853696
1.858837
1.863419
1.868569
1.873089
1.877483
1.881951
1.886376
1.891301
1.895314
1.900441
1.904574
1.909335
1.913353
1.918055
1.922948
1.927177
1.931834
1.936308
1.940623
1.945357
1.949819
1.954736
1.959149
1.963162
1.968707
1.972584
1.97753
1.981428
1.986039
1.999243
2.004296
2.008304
2.013234
2.017584
2.022363
2.026888
2.03184
2.036484
2.040642
2.045599
2.04957
2.054724
2.05877
2.063037
2.068192
2.072438
2.077093
2.081527
2.085683
2.090447
2.094507
2.099216
2.103513
2.108049
2.115674
2.120613
2.124743
2.128594
2.133893
2.139009
2.143813
2.147836
2.152314
2.157298
2.162661
2.168207
2.172446
2.177436
2.181319
2.185971
2.19062
2.194833
2.199881
2.205393
2.210338
2.214566
2.220002
2.224553
2.229139
2.234493
2.238695
2.243263
2.247603
2.25246
2.257333
2.261714
2.266649
2.271172
2.275808
2.280174
2.284702
2.289439
2.293359
2.298245
2.302607
2.306944
2.311367
2.315684
2.320629
2.324745
2.328963
2.334003
2.338157
2.342704
2.346644
2.351599
2.356448
2.36058
2.365258
2.369863
2.374114
2.378829
2.383556
2.388471
2.392916
2.396861
2.402121
2.406949
2.411747
2.415871
2.421393
2.425524
2.429635
2.435714
2.439996
2.445167
2.449207
2.454484
2.458883
2.463534
2.468774
2.472973
2.477705
2.482094
2.486689
2.491465
2.495713
2.500709
2.504956
2.50963
2.513868
2.518338
2.523084
2.527078
2.5319
2.536258
2.540514
2.5451
2.549342
2.553989
2.558362
2.562243
2.56737
2.571524
2.576085
2.580053
2.584569
2.588956
2.593121
2.597143
2.602141
2.607234
2.61207
2.616062
2.621721
2.625977
2.630118
2.635934
2.639837
2.644705
2.648723
2.653425
2.658101
2.662499
2.667336
2.671663
2.676104
2.680201
2.684398
2.689132
2.692974
2.69723
2.701975
2.706085
2.710676
2.714848
2.719081
2.724262
2.728418
2.733812
2.738294
2.743152
2.747641
2.75202
2.757047
2.761068
2.766094
2.7711
2.775746
2.779711
2.784566
2.789369
2.793444
2.7982
2.802755
2.807901
2.812442
2.817598
2.822541
2.826834
2.831669
2.836712
2.840739
2.845506
2.849696
2.855528
2.860346
2.865205
2.869976
2.874262
2.879097
2.883293
2.888484
2.892833
2.897265
2.90249
2.906728
2.911551
2.915601
2.920631
2.924578
2.92873
2.934127
2.938476
2.943205
2.947577
2.951937
2.956899
2.971896
2.977051
2.981284
2.985724
2.990988
2.995512
3.00083
3.004851
3.010664
3.014551
3.019411
3.024096
3.028477
3.033434
3.037791
3.042848
3.046908
3.052006
3.056883
3.061275
3.065809
3.070375
3.074594
3.079271
3.083409
3.088828
3.092858
3.098624
3.104063
3.109198
3.123294
3.130966
3.139528
3.147177
3.15439
3.162596
3.170662
3.177388
3.185803
3.193597
3.201106
3.206841
3.216163
3.225344
3.231036
3.239833
3.248374
3.255905
3.266132
3.277372
3.284977
3.292281
3.298475
3.306716
3.314495
3.320441
3.327955
3.335962
3.342773
3.35127
3.36521
3.372093
3.379237
3.385757
3.39313
3.398714
3.407153
3.418319
3.425905
3.431819
3.439701
3.44695
3.453568
3.460719
3.467905
3.473841
3.482006
3.488143
3.495081
3.502345
3.508462
3.515924
3.523471
3.529342
3.536954
3.543379
3.550966
3.558695
3.564272
3.572912
3.580088
3.586306
3.594012
3.60211
3.607479
3.617982
3.625379
3.630465
3.638618
3.646197
3.652711
3.661197
3.668904
3.674566
3.682229
3.690291
3.696514
3.704358
3.712382
3.718338
3.72687
3.734842
3.740993
3.760729
3.769748
3.77689
3.784386
3.791726
3.797075
3.805133
3.8128
3.820787
3.829286
3.837404
3.84351
3.851902
3.860628
3.870001
3.875317
3.882694
3.891531
3.898004
3.905612
3.913011
3.918874
3.926374
3.932496
3.940465
3.947537
3.95346
3.961719
3.969909
3.976272
3.984557
3.991841
3.996883
4.005509
4.013242
4.021478
4.029664
4.038239
4.046194
4.053394
4.060702
4.06857
4.075132
4.084648
4.091732
4.097457
4.10472
4.112445
4.118446
